url,file_name
https://www.livelaw.in,34cbb754cc5e5ceccc03a91e2a2f504f.txt
https://www.livelaw.in/articles/delhi-govt-lg-why-gnctd-ordinance-nullifies-supreme-court-judgment-unconstitutional-229569,628b141864c8e2544b06e6d5443818e5.txt
,
